ASPHYXI;{'1032': 2.7835462822703496, '768': 2.7835462822703496}
DYNAM;{'60': 2.4825162866063684, '335': 2.4825162866063684, '179': 2.4825162866063684, '1045': 2.4825162866063684}
RICINOL;{'1016': 3.084576277934331}
EXCIT;{'360': 3.084576277934331}
TRIPL;{'993': 4.556293181940865}
PROPHYLACT;{'826': 2.7835462822703496, '213': 2.7835462822703496}
THORAC;{'519': 2.239478237920074, '768': 2.239478237920074, '1147': 2.239478237920074, '597': 2.239478237920074, '327': 2.239478237920074, '1003': 3.587778486421394, '332': 2.239478237920074}
ILEOSTOMI;{'376': 3.084576277934331}
GLUTAMIN;{'412': 3.084576277934331}
HEMOGLOBIN;{'98': 2.7716281335878907, '751': 2.7716281335878907, '757': 2.130333768495006, '416': 2.130333768495006, '68': 2.7716281335878907, '442': 2.130333768495006, '676': 2.130333768495006, '1085': 3.412922498680775, '539': 2.130333768495006}
RATION;{'67': 2.4825162866063684, '1105': 2.4825162866063684, '1002': 2.4825162866063684, '943': 2.4825162866063684}
PARTURIT;{'237': 3.084576277934331}
ADMIXTUR;{'367': 4.941676245077912}
PARAFFIN;{'1127': 3.084576277934331}
SYSTEMAT;{'335': 2.6074550232146683, '818': 2.6074550232146683, '163': 2.6074550232146683}
FORTI;{'193': 2.7835462822703496, '359': 2.7835462822703496}
TRIPP;{'91': 3.084576277934331}
ENTITI;{'776': 1.9706329256274941, '1083': 1.9706329256274941, '58': 1.9706329256274941, '140': 1.9706329256274941, '835': 1.9706329256274941, '731': 1.9706329256274941, '643': 1.9706329256274941, '901': 1.9706329256274941, '241': 1.9706329256274941, '264': 1.9706329256274941, '297': 1.9706329256274941, '1115': 1.9706329256274941, '359': 1.9706329256274941}
PRIORITI;{'333': 3.084576277934331}
DELIC;{'1125': 3.084576277934331}
DECEAS;{'858': 2.7835462822703496, '969': 2.7835462822703496}
FRUSTRAT;{'450': 2.7835462822703496, '325': 2.7835462822703496}
CORRESPOND;{'853': 1.805822676981502, '1085': 1.805822676981502, '989': 2.349429469603163, '141': 1.805822676981502, '748': 1.805822676981502, '613': 1.805822676981502, '23': 1.805822676981502, '51': 1.805822676981502, '219': 2.349429469603163, '121': 1.805822676981502, '1038': 1.805822676981502, '347': 1.805822676981502, '521': 1.805822676981502, '178': 1.805822676981502, '253': 1.805822676981502, '986': 1.805822676981502, '1071': 1.805822676981502, '738': 1.805822676981502, '232': 1.805822676981502}
LONG;{'605': 1.8541273565560568, '579': 2.4122753066605958, '48': 1.8541273565560568, '196': 1.8541273565560568, '499': 1.8541273565560568, '1153': 1.8541273565560568, '1066': 1.8541273565560568, '183': 1.8541273565560568, '117': 1.8541273565560568, '130': 1.8541273565560568, '764': 1.8541273565560568, '915': 1.8541273565560568, '917': 1.8541273565560568, '934': 1.8541273565560568, '821': 1.8541273565560568, '104': 1.8541273565560568, '239': 1.8541273565560568}
DELIN;{'367': 2.6074550232146683, '504': 2.6074550232146683, '215': 2.6074550232146683}
INTESTIN;{'644': 1.3603004083335417, '157': 1.3603004083335417, '983': 1.3603004083335417, '331': 1.7697916343558997, '984': 1.3603004083335417, '660': 1.7697916343558997, '89': 1.3603004083335417, '538': 1.3603004083335417, '172': 1.3603004083335417, '170': 1.3603004083335417, '1051': 1.3603004083335417, '46': 2.0093286459533104, '875': 1.3603004083335417, '724': 1.3603004083335417, '798': 1.3603004083335417, '288': 1.3603004083335417, '320': 1.3603004083335417, '541': 1.3603004083335417, '1017': 2.0093286459533104, '723': 1.3603004083335417, '1119': 1.3603004083335417, '189': 1.3603004083335417, '424': 1.3603004083335417, '658': 1.3603004083335417, '659': 1.3603004083335417, '1173': 1.3603004083335417, '755': 1.3603004083335417, '796': 2.0093286459533104, '443': 1.7697916343558997, '301': 2.0093286459533104, '676': 1.3603004083335417, '466': 1.7697916343558997, '713': 1.3603004083335417, '99': 1.3603004083335417, '421': 2.0093286459533104, '95': 1.7697916343558997, '355': 1.3603004083335417, '901': 1.7697916343558997, '59': 1.3603004083335417, '861': 1.3603004083335417, '908': 1.3603004083335417, '909': 2.0093286459533104, '867': 1.3603004083335417, '34': 1.3603004083335417, '414': 1.3603004083335417, '809': 1.3603004083335417, '642': 1.3603004083335417, '533': 1.7697916343558997, '1103': 1.3603004083335417, '649': 1.3603004083335417, '478': 1.3603004083335417, '426': 1.3603004083335417, '376': 1.3603004083335417}
PABA;{'899': 4.636449409848274, '815': 4.177299371879343, '1117': 3.8515272355159373}
DELIV;{'1138': 2.4825162866063684, '788': 2.4825162866063684, '1136': 2.4825162866063684, '438': 2.4825162866063684}
HYPERGLYCEMIA;{'695': 3.084576277934331}
DESENSIT;{'358': 3.084576277934331}
STEADI;{'705': 2.4825162866063684, '247': 2.4825162866063684, '384': 2.4825162866063684, '65': 3.229828153599246}
SECTION;{'564': 2.0431835927761055, '14': 2.0431835927761055, '755': 2.0431835927761055, '465': 3.273302688924322, '1121': 2.0431835927761055, '788': 2.0431835927761055, '462': 2.6582431408502143, '75': 2.0431835927761055, '157': 2.0431835927761055, '423': 2.0431835927761055, '522': 2.6582431408502143}
MICRODENSITOMETRI;{'1085': 2.7835462822703496, '895': 2.7835462822703496}
BODIAN;{'322': 3.084576277934331}
URG;{'775': 3.084576277934331}
VIRU;{'678': 2.9136283621707344, '679': 2.9136283621707344, '702': 2.9136283621707344, '399': 2.239478237920074, '374': 2.9136283621707344, '614': 2.239478237920074, '457': 3.307980904713878}
CHARACTERIS;{'837': 2.3064250275506875, '1113': 2.3064250275506875, '895': 2.3064250275506875, '112': 2.3064250275506875, '292': 2.3064250275506875, '866': 2.3064250275506875}
DISORD;{'605': 1.1869491866438895, '1087': 1.5442564951526656, '153': 1.1869491866438895, '215': 1.9015638036614415, '1083': 1.1869491866438895, '468': 1.1869491866438895, '1080': 1.1869491866438895, '450': 1.1869491866438895, '197': 1.1869491866438895, '70': 1.1869491866438895, '133': 1.1869491866438895, '117': 1.1869491866438895, '64': 1.1869491866438895, '239': 1.1869491866438895, '69': 1.1869491866438895, '494': 1.1869491866438895, '279': 1.1869491866438895, '236': 1.1869491866438895, '237': 1.5442564951526656, '490': 1.1869491866438895, '1033': 1.1869491866438895, '254': 1.1869491866438895, '990': 1.1869491866438895, '974': 1.1869491866438895, '793': 1.1869491866438895, '852': 1.1869491866438895, '1079': 1.5442564951526656, '46': 1.7532678718639048, '56': 1.1869491866438895, '1075': 1.5442564951526656, '1194': 1.9015638036614415, '978': 1.1869491866438895, '731': 1.1869491866438895, '428': 1.1869491866438895, '403': 1.5442564951526656, '343': 1.1869491866438895, '421': 1.1869491866438895, '186': 1.1869491866438895, '328': 1.1869491866438895, '1031': 1.1869491866438895, '452': 1.1869491866438895, '360': 2.0165910647790026, '568': 1.1869491866438895, '994': 1.1869491866438895, '776': 1.1869491866438895, '634': 1.1869491866438895, '756': 1.1869491866438895, '896': 1.1869491866438895, '208': 1.1869491866438895, '1116': 1.1869491866438895, '779': 1.5442564951526656, '617': 1.1869491866438895, '889': 1.1869491866438895, '120': 1.5442564951526656, '76': 1.5442564951526656, '247': 1.1869491866438895, '109': 1.1869491866438895, '72': 1.5442564951526656, '264': 1.1869491866438895, '102': 1.1869491866438895, '100': 1.1869491866438895, '484': 1.1869491866438895, '106': 1.1869491866438895, '902': 1.1869491866438895, '748': 1.5442564951526656, '14': 2.509143342631857, '821': 1.1869491866438895, '863': 1.1869491866438895, '945': 1.1869491866438895, '664': 1.1869491866438895, '643': 1.1869491866438895, '935': 1.5442564951526656, '1132': 1.1869491866438895, '296': 1.1869491866438895, '39': 1.1869491866438895, '927': 1.1869491866438895, '297': 1.5442564951526656, '1001': 1.5442564951526656, '822': 1.7532678718639048}
PACTIENT;{'588': 3.084576277934331}
LEUKAEMIA;{'1075': 3.084576277934331}
IGNOR;{'1083': 3.084576277934331}
OVERCOM;{'1040': 2.6074550232146683, '1203': 2.6074550232146683, '646': 2.6074550232146683}
INFLAM;{'685': 3.084576277934331}
INCREASINGLI;{'568': 2.6074550232146683, '719': 2.6074550232146683, '67': 2.6074550232146683}
REFER;{'1165': 1.7421535971121245, '981': 1.7421535971121245, '508': 1.7421535971121245, '602': 1.7421535971121245, '1205': 1.7421535971121245, '196': 2.2665940868967764, '651': 1.7421535971121245, '239': 1.7421535971121245, '265': 1.7421535971121245, '173': 2.2665940868967764, '785': 1.7421535971121245, '795': 2.2665940868967764, '375': 1.7421535971121245, '866': 1.7421535971121245, '531': 1.7421535971121245, '721': 1.7421535971121245, '71': 1.7421535971121245, '811': 1.7421535971121245, '916': 1.7421535971121245, '911': 1.7421535971121245, '658': 1.7421535971121245, '682': 1.7421535971121245}
NEBUL;{'1151': 2.3856062735983117, '31': 3.103745319795578, '1003': 2.3856062735983117, '93': 2.3856062735983117, '1143': 2.3856062735983117}
RELAX;{'1220': 3.084576277934331}
MAXILLOFACI;{'344': 3.084576277934331}
RELAT;{'742': 1.135186271289418, '667': 1.4769113896134827, '1148': 1.135186271289418, '576': 1.135186271289418, '219': 1.135186271289418, '66': 1.135186271289418, '1161': 1.135186271289418, '976': 1.135186271289418, '975': 1.4769113896134827, '268': 1.135186271289418, '1079': 1.135186271289418, '484': 1.135186271289418, '159': 1.135186271289418, '1038': 1.135186271289418, '890': 1.135186271289418, '402': 1.135186271289418, '508': 1.135186271289418, '506': 1.135186271289418, '738': 1.135186271289418, '991': 1.4769113896134827, '674': 1.135186271289418, '562': 1.135186271289418, '563': 1.135186271289418, '711': 1.135186271289418, '550': 1.135186271289418, '260': 1.135186271289418, '93': 1.135186271289418, '224': 1.135186271289418, '205': 1.135186271289418, '162': 1.135186271289418, '965': 1.135186271289418, '960': 1.135186271289418, '961': 1.135186271289418, '55': 1.135186271289418, '709': 1.135186271289418, '676': 1.135186271289418, '715': 1.135186271289418, '532': 1.135186271289418, '297': 1.135186271289418, '912': 1.135186271289418, '924': 1.135186271289418, '538': 1.4769113896134827, '1165': 1.135186271289418, '593': 1.135186271289418, '199': 1.135186271289418, '198': 1.135186271289418, '884': 1.135186271289418, '555': 1.135186271289418, '1201': 1.135186271289418, '190': 1.135186271289418, '115': 1.135186271289418, '89': 1.4769113896134827, '112': 1.135186271289418, '83': 1.135186271289418, '237': 1.135186271289418, '537': 1.135186271289418, '46': 1.135186271289418, '1190': 1.135186271289418, '43': 1.135186271289418, '638': 1.135186271289418, '919': 1.135186271289418, '522': 1.135186271289418, '410': 1.4769113896134827, '424': 1.135186271289418, '607': 1.135186271289418, '361': 1.135186271289418, '146': 1.135186271289418, '891': 1.135186271289418, '142': 1.135186271289418, '442': 1.135186271289418, '305': 1.135186271289418, '1179': 1.135186271289418, '444': 1.135186271289418, '803': 1.135186271289418, '446': 1.135186271289418, '74': 1.135186271289418, '445': 1.135186271289418, '243': 1.135186271289418, '1178': 1.135186271289418, '901': 1.4769113896134827, '841': 1.135186271289418, '31': 1.4769113896134827, '37': 1.135186271289418, '75': 1.4769113896134827, '685': 1.135186271289418, '648': 1.135186271289418, '673': 1.135186271289418, '435': 1.135186271289418, '516': 1.135186271289418}
OVERESTIM;{'1191': 3.084576277934331}
EIMSBUETTEL;{'618': 3.084576277934331}
MEAL;{'414': 2.130333768495006, '21': 2.130333768495006, '1101': 2.130333768495006, '487': 2.130333768495006, '1098': 2.130333768495006, '1016': 2.130333768495006, '616': 3.412922498680775, '1037': 2.130333768495006, '314': 2.130333768495006}
HEXOS;{'644': 2.6074550232146683, '1056': 2.6074550232146683, '1196': 2.6074550232146683}
ATTACH;{'146': 2.7835462822703496, '575': 2.7835462822703496}
ATTACK;{'982': 2.6074550232146683, '1097': 2.6074550232146683, '314': 3.8515272355159373}
HYPOTHROID;{'295': 3.084576277934331}
UNSENSIT;{'355': 3.084576277934331}
MIDST;{'804': 3.084576277934331}
EVALUT;{'1051': 3.084576277934331}
ESCHERICHIA;{'271': 2.3856062735983117, '922': 2.3856062735983117, '1065': 2.3856062735983117, '1173': 2.3856062735983117, '148': 2.3856062735983117}
BARBERO;{'233': 3.084576277934331}
AMBEIC;{'41': 3.084576277934331}
UNEXPECTEDLI;{'555': 2.4825162866063684, '328': 2.4825162866063684, '1084': 2.4825162866063684, '426': 2.4825162866063684}
ABSCESS;{'1118': 3.103745319795578, '724': 2.3856062735983117, '149': 2.3856062735983117, '1018': 2.3856062735983117, '475': 3.103745319795578}
SPORAD;{'216': 3.084576277934331}
GOAL;{'586': 2.3064250275506875, '203': 2.3064250275506875, '14': 3.0007281435935687, '439': 2.3064250275506875, '946': 2.3064250275506875, '197': 2.3064250275506875}
IRAQI;{'704': 2.7835462822703496, '880': 2.7835462822703496}
MACROMOLECULAR;{'270': 2.239478237920074, '1157': 2.239478237920074, '805': 2.239478237920074, '561': 2.239478237920074, '441': 2.239478237920074, '305': 2.239478237920074, '445': 2.239478237920074}
UNRESTRITC;{'955': 3.084576277934331}
QUICKLI;{'294': 3.084576277934331}
BMC;{'600': 3.084576277934331}
CHAIN;{'670': 2.005395031886706, '212': 2.005395031886706, '1092': 2.005395031886706, '675': 2.005395031886706, '447': 2.005395031886706, '702': 2.962211625709069, '574': 2.005395031886706, '1103': 2.005395031886706, '509': 2.609079089640131, '371': 2.609079089640131, '256': 3.407106006019988, '424': 2.005395031886706}
BME;{'741': 3.084576277934331}
DENS;{'533': 2.7835462822703496, '400': 2.7835462822703496}
TITL;{'773': 3.084576277934331}
IPPB;{'1151': 3.084576277934331}
BRONCHIOLECTASI;{'913': 3.084576277934331}
HYPOPLAST;{'99': 3.084576277934331}
BROUGHT;{'280': 2.3856062735983117, '208': 2.3856062735983117, '303': 2.3856062735983117, '331': 2.3856062735983117, '518': 2.3856062735983117}
DENI;{'596': 3.084576277934331}
TITR;{'951': 3.307980904713878, '55': 2.239478237920074, '1074': 2.239478237920074, '1130': 2.239478237920074, '986': 3.587778486421394, '987': 2.9136283621707344, '1071': 2.239478237920074}
PRESS;{'1034': 2.7835462822703496, '431': 2.7835462822703496}
IMMUNOABSORPT;{'223': 3.084576277934331}
STRICTLI;{'720': 3.084576277934331}
BACKWARD;{'272': 3.084576277934331}
FOCAL;{'99': 2.084576277934331, '690': 2.084576277934331, '30': 2.084576277934331, '59': 2.084576277934331, '266': 2.084576277934331, '139': 2.084576277934331, '1063': 2.084576277934331, '1192': 2.7120962658421406, '1125': 2.084576277934331, '870': 2.084576277934331}
NONMUSCL;{'257': 3.084576277934331}
EM;{'151': 3.084576277934331}
UNHYDROLYS;{'1016': 2.7835462822703496, '424': 2.7835462822703496}
THIRD;{'150': 1.8293037728310249, '830': 1.8293037728310249, '585': 1.8293037728310249, '468': 1.8293037728310249, '719': 1.8293037728310249, '10': 1.8293037728310249, '55': 1.8293037728310249, '452': 1.8293037728310249, '1124': 1.8293037728310249, '315': 1.8293037728310249, '314': 1.8293037728310249, '762': 1.8293037728310249, '384': 1.8293037728310249, '614': 1.8293037728310249, '351': 1.8293037728310249, '511': 1.8293037728310249, '437': 1.8293037728310249, '913': 1.8293037728310249}
VIABIL;{'665': 2.7835462822703496, '1207': 2.7835462822703496}
UTILIS;{'112': 2.7835462822703496, '277': 2.7835462822703496}
POSE;{'642': 2.6074550232146683, '1114': 2.6074550232146683, '552': 2.6074550232146683}
TAXON;{'555': 3.084576277934331}
EC;{'1053': 2.3856062735983117, '960': 2.3856062735983117, '1222': 2.3856062735983117, '852': 2.3856062735983117, '307': 2.3856062735983117}
IT;{'1143': 0.44708654842182016, '1141': 0.44708654842182016, '1146': 0.581673010154665, '1144': 0.581673010154665, '1145': 0.44708654842182016, '677': 0.44708654842182016, '666': 0.6604010433731221, '1148': 0.44708654842182016, '1149': 0.44708654842182016, '663': 0.44708654842182016, '661': 0.581673010154665, '90': 0.44708654842182016, '538': 0.44708654842182016, '166': 0.44708654842182016, '690': 0.581673010154665, '981': 0.44708654842182016, '669': 0.6604010433731221, '694': 0.6604010433731221, '698': 0.44708654842182016, '211': 0.44708654842182016, '542': 0.44708654842182016, '819': 0.44708654842182016, '540': 0.44708654842182016, '347': 0.581673010154665, '340': 0.44708654842182016, '547': 0.44708654842182016, '342': 0.581673010154665, '343': 0.44708654842182016, '810': 0.44708654842182016, '548': 0.581673010154665, '549': 0.44708654842182016, '814': 0.44708654842182016, '349': 0.44708654842182016, '521': 0.44708654842182016, '719': 0.44708654842182016, '120': 0.44708654842182016, '122': 0.44708654842182016, '123': 0.44708654842182016, '125': 0.44708654842182016, '126': 0.44708654842182016, '917': 0.44708654842182016, '1061': 0.44708654842182016, '415': 0.44708654842182016, '416': 0.581673010154665, '410': 0.44708654842182016, '412': 0.44708654842182016, '299': 0.44708654842182016, '920': 0.44708654842182016, '294': 0.44708654842182016, '924': 0.44708654842182016, '925': 0.44708654842182016, '290': 0.44708654842182016, '1128': 0.44708654842182016, '1129': 0.44708654842182016, '593': 0.6604010433731221, '592': 0.44708654842182016, '1083': 0.44708654842182016, '1080': 0.44708654842182016, '313': 0.44708654842182016, '312': 0.44708654842182016, '1123': 0.581673010154665, '1125': 0.581673010154665, '315': 0.44708654842182016, '192': 0.581673010154665, '1086': 0.44708654842182016, '278': 0.581673010154665, '496': 0.44708654842182016, '670': 0.44708654842182016, '830': 0.44708654842182016, '831': 0.44708654842182016, '837': 0.44708654842182016, '835': 0.44708654842182016, '525': 0.44708654842182016, '527': 0.44708654842182016, '1019': 0.44708654842182016, '368': 0.6604010433731221, '1014': 0.44708654842182016, '528': 0.44708654842182016, '1012': 0.581673010154665, '1013': 0.44708654842182016, '1232': 0.44708654842182016, '441': 0.6604010433731221, '1238': 0.44708654842182016, '446': 0.44708654842182016, '445': 0.6604010433731221, '444': 0.44708654842182016, '380': 0.44708654842182016, '108': 0.44708654842182016, '109': 0.581673010154665, '385': 0.581673010154665, '387': 0.44708654842182016, '103': 0.6604010433731221, '100': 0.44708654842182016, '101': 0.44708654842182016, '107': 0.581673010154665, '104': 0.7949875051059668, '902': 0.6604010433731221, '903': 0.44708654842182016, '39': 0.44708654842182016, '787': 0.44708654842182016, '906': 0.44708654842182016, '1078': 0.581673010154665, '783': 0.6604010433731221, '33': 0.44708654842182016, '1171': 0.44708654842182016, '1079': 0.6604010433731221, '37': 0.581673010154665, '382': 0.44708654842182016, '117': 0.44708654842182016, '34': 0.581673010154665, '643': 0.581673010154665, '642': 0.44708654842182016, '644': 0.44708654842182016, '439': 0.44708654842182016, '436': 0.44708654842182016, '437': 0.44708654842182016, '435': 0.44708654842182016, '433': 0.44708654842182016, '430': 0.581673010154665, '334': 0.44708654842182016, '337': 0.44708654842182016, '577': 0.44708654842182016, '881': 0.44708654842182016, '575': 0.44708654842182016, '574': 0.44708654842182016, '258': 0.44708654842182016, '63': 0.44708654842182016, '66': 0.44708654842182016, '67': 0.44708654842182016, '252': 0.44708654842182016, '253': 0.44708654842182016, '251': 0.44708654842182016, '860': 0.44708654842182016, '818': 0.44708654842182016, '856': 0.44708654842182016, '852': 0.44708654842182016, '1038': 0.44708654842182016, '541': 0.44708654842182016, '391': 0.44708654842182016, '554': 0.44708654842182016, '739': 0.44708654842182016, '507': 0.581673010154665, '822': 0.44708654842182016, '502': 0.44708654842182016, '503': 0.581673010154665, '1034': 0.7595866351107955, '630': 0.44708654842182016, '1213': 0.44708654842182016, '1210': 0.44708654842182016, '1216': 0.44708654842182016, '785': 0.44708654842182016, '465': 0.581673010154665, '545': 0.44708654842182016, '462': 0.44708654842182016, '99': 0.44708654842182016, '91': 0.581673010154665, '165': 0.44708654842182016, '93': 0.44708654842182016, '161': 0.44708654842182016, '163': 0.581673010154665, '966': 0.44708654842182016, '813': 0.44708654842182016, '960': 0.44708654842182016, '963': 0.581673010154665, '968': 0.44708654842182016, '1100': 0.44708654842182016, '748': 0.581673010154665, '749': 0.581673010154665, '557': 0.44708654842182016, '556': 0.44708654842182016, '789': 0.44708654842182016, '239': 0.7162594718875098, '234': 0.581673010154665, '152': 0.7162594718875098, '231': 0.44708654842182016, '1199': 0.44708654842182016, '1052': 0.44708654842182016, '1055': 0.44708654842182016, '879': 0.44708654842182016, '876': 0.44708654842182016, '874': 0.44708654842182016, '875': 0.581673010154665, '1195': 0.581673010154665, '873': 0.44708654842182016, '1197': 0.44708654842182016, '9': 0.44708654842182016, '891': 0.581673010154665, '892': 0.44708654842182016, '1174': 0.581673010154665, '1173': 0.44708654842182016, '1172': 0.44708654842182016, '896': 0.44708654842182016, '141': 0.44708654842182016, '899': 0.44708654842182016, '563': 0.7595866351107955, '616': 0.44708654842182016, '614': 0.44708654842182016, '149': 0.44708654842182016, '1006': 0.44708654842182016, '683': 0.44708654842182016, '282': 0.44708654842182016, '949': 0.6604010433731221, '946': 0.7162594718875098, '1003': 0.44708654842182016, '944': 0.581673010154665, '945': 0.44708654842182016, '943': 0.44708654842182016, '809': 0.581673010154665, '353': 0.44708654842182016, '352': 0.7162594718875098, '351': 0.581673010154665, '950': 0.7949875051059668, '684': 0.44708654842182016, '1000': 0.44708654842182016, '807': 0.44708654842182016, '805': 0.44708654842182016, '358': 0.44708654842182016, '214': 0.6604010433731221, '215': 0.581673010154665, '213': 0.44708654842182016, '622': 0.581673010154665, '762': 0.581673010154665, '763': 0.44708654842182016, '761': 0.44708654842182016, '766': 0.44708654842182016, '767': 0.44708654842182016, '954': 0.581673010154665, '133': 0.44708654842182016, '498': 0.44708654842182016, '136': 0.44708654842182016, '495': 0.44708654842182016, '139': 0.44708654842182016, '491': 0.44708654842182016, '492': 0.581673010154665, '1222': 0.44708654842182016, '24': 0.44708654842182016, '22': 0.44708654842182016, '23': 0.44708654842182016, '407': 0.44708654842182016, '406': 0.581673010154665, '4': 0.44708654842182016, '281': 0.6604010433731221, '5': 0.44708654842182016, '283': 0.44708654842182016, '930': 0.581673010154665, '285': 0.44708654842182016, '936': 0.44708654842182016, '287': 0.6604010433731221, '1096': 0.44708654842182016, '1090': 0.44708654842182016, '1092': 0.7595866351107955, '1155': 0.44708654842182016, '331': 0.581673010154665, '676': 0.44708654842182016, '1156': 0.581673010154665, '1151': 0.44708654842182016, '1099': 0.44708654842182016, '673': 0.44708654842182016, '263': 0.581673010154665, '260': 0.7162594718875098, '267': 0.44708654842182016, '333': 0.44708654842182016, '58': 0.581673010154665, '1026': 0.581673010154665, '56': 0.44708654842182016, '52': 0.44708654842182016, '379': 0.44708654842182016, '535': 0.44708654842182016, '534': 0.581673010154665, '828': 0.44708654842182016, '531': 0.44708654842182016, '530': 0.44708654842182016, '824': 0.44708654842182016, '827': 0.581673010154665, '821': 0.44708654842182016, '823': 0.581673010154665, '376': 0.44708654842182016, '709': 0.44708654842182016, '1176': 0.44708654842182016, '982': 0.44708654842182016, '983': 0.44708654842182016, '707': 0.581673010154665, '1175': 0.44708654842182016, '984': 0.44708654842182016, '985': 0.581673010154665, '393': 0.44708654842182016, '88': 0.44708654842182016, '89': 0.44708654842182016, '397': 0.581673010154665, '110': 0.581673010154665, '69': 0.7162594718875098, '83': 0.581673010154665, '398': 0.6604010433731221, '86': 0.581673010154665, '118': 0.44708654842182016, '84': 0.44708654842182016, '796': 0.44708654842182016, '795': 0.581673010154665, '792': 0.6604010433731221, '1170': 0.44708654842182016, '798': 0.44708654842182016, '429': 0.44708654842182016, '919': 0.44708654842182016, '7': 0.44708654842182016, '613': 0.581673010154665, '915': 0.44708654842182016, '423': 0.44708654842182016, '424': 0.44708654842182016, '607': 0.44708654842182016, '586': 0.6604010433731221, '585': 0.44708654842182016, '119': 0.7162594718875098, '304': 0.44708654842182016, '307': 0.44708654842182016, '244': 0.581673010154665, '665': 0.44708654842182016, '776': 0.581673010154665, '241': 0.44708654842182016, '1179': 0.44708654842182016, '243': 0.44708654842182016, '249': 0.581673010154665, '922': 0.581673010154665, '847': 0.44708654842182016, '373': 0.44708654842182016, '844': 0.6604010433731221, '842': 0.44708654842182016, '841': 0.44708654842182016, '840': 0.44708654842182016, '292': 0.6604010433731221, '419': 0.44708654842182016, '518': 0.581673010154665, '926': 0.44708654842182016, '1008': 0.44708654842182016, '511': 0.44708654842182016, '510': 0.44708654842182016, '513': 0.44708654842182016, '1004': 0.6604010433731221, '515': 0.7162594718875098, '517': 0.44708654842182016, '516': 0.44708654842182016, '623': 0.44708654842182016, '459': 0.44708654842182016, '626': 0.44708654842182016, '1221': 0.44708654842182016, '1220': 0.581673010154665, '450': 0.44708654842182016, '451': 0.44708654842182016, '452': 0.581673010154665, '1085': 0.44708654842182016, '1084': 0.44708654842182016, '178': 0.44708654842182016, '976': 0.581673010154665, '975': 0.581673010154665, '978': 0.44708654842182016, '182': 0.44708654842182016, '654': 0.44708654842182016, '186': 0.581673010154665, '481': 0.44708654842182016, '185': 0.44708654842182016, '189': 0.44708654842182016, '196': 0.44708654842182016, '756': 0.44708654842182016, '755': 0.44708654842182016, '651': 0.44708654842182016, '227': 0.44708654842182016, '226': 0.581673010154665, '225': 0.44708654842182016, '205': 0.44708654842182016, '220': 0.581673010154665, '869': 0.44708654842182016, '115': 0.581673010154665, '12': 0.44708654842182016, '15': 0.44708654842182016, '14': 0.44708654842182016, '18': 0.581673010154665, '863': 0.44708654842182016, '1183': 0.44708654842182016, '867': 0.44708654842182016, '1037': 0.44708654842182016, '726': 0.44708654842182016, '116': 0.44708654842182016, '111': 0.6604010433731221, '1167': 0.44708654842182016, '728': 0.44708654842182016, '605': 0.581673010154665, '882': 0.581673010154665, '1166': 0.44708654842182016, '880': 0.44708654842182016, '1160': 0.44708654842182016, '154': 0.44708654842182016, '1098': 0.44708654842182016, '159': 0.44708654842182016, '1204': 0.6604010433731221, '112': 0.44708654842182016, '609': 0.44708654842182016, '389': 0.581673010154665, '47': 0.581673010154665, '955': 0.581673010154665, '43': 0.44708654842182016, '41': 0.44708654842182016, '1111': 0.44708654842182016, '326': 0.581673010154665, '327': 0.44708654842182016, '1117': 0.44708654842182016, '325': 0.581673010154665, '1119': 0.44708654842182016, '689': 0.44708654842182016, '328': 0.581673010154665, '477': 0.44708654842182016, '688': 0.44708654842182016, '774': 0.6604010433731221, '203': 0.44708654842182016, '202': 0.6604010433731221, '771': 0.44708654842182016, '773': 0.44708654842182016, '206': 0.581673010154665, '208': 0.44708654842182016, '77': 0.6604010433731221, '76': 0.581673010154665, '75': 0.44708654842182016, '487': 0.44708654842182016, '484': 0.44708654842182016, '377': 0.44708654842182016, '79': 0.6604010433731221, '1042': 0.44708654842182016, '686': 0.44708654842182016, '1045': 0.6604010433731221, '266': 0.581673010154665, '470': 0.44708654842182016, '471': 0.44708654842182016, '476': 0.581673010154665, '359': 0.7162594718875098, '475': 0.44708654842182016, '479': 0.44708654842182016}
